what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351793382234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793416851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793437278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793479348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793487776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351793493079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793493738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793503215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351793505765
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351793508114
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351793519655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351793528470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351793532911
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351793548317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793549990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793550187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351793587057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793589353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793590430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793593030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793595623
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1351793595758
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351793601342
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351793602897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793605590
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351793614009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793622935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793639582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793691103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793693882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793693920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793693928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793696970
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351793698234
