what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800110413
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800113296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800114904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800148246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800153350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800182313
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800200206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800205824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800207500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800209743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800211260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800219620
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351800219636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800222941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800281988
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800283081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800283863
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351800286010
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351800288372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800288911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800339493
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351800339500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800348259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800409590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800416979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800421198
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1351800435416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800439595
error,log,,,"No command output when running: 'am start -n com.example.weryu/com.example.weryu.MainActivity -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5556",1351800551092
opened,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351800552747
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351800552758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800569958
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351800569975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800599571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800603391
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1351800603404
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351800606139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800608333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351800627418
started,bundle,org.eclipse.mylyn.context.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.ui",1351800627689
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351800631927
