what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351790113943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351790114247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351790114448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351790114853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351790115225
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1351790126084
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351790127830
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1351790129172
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351790130040
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351790134767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790134830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790136672
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351790139557
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1351790153403
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351790155147
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351790156860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790161095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790197132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790200454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790220641
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351790220752
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351790236158
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351790239856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790250422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790255353
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351790257307
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351790272901
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351790278226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351790282516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351790284771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1351790287887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1351790288356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351790318746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790322173
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351790326577
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351790326766
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351790333823
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1351790338057
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351790341156
