what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1351770227312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770230366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770230958
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1351770230967
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1351770230967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770232933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770233370
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1351770233377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1351770233377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770234287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770295372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770300561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770301627
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1351770301663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770304351
error,log,,,"Failed to load properties file for project 'yon'",1351770737728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770737835
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1351770742534
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1351770742572
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351770749534
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351770752405
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351770752458
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1351770753548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770761568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351770774831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351770778012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351770794756
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351770801835
