what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351791767925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791769155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351791773592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791775836
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351791780128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351791781044
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351791793667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791795096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351791799381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791801761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351791805938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791807862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351791811188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791813197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351791817695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791820431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791852794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791861587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791863905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791891428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791895446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351791899439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791901502
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351791912082
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791913026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791913219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791915154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791916164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791918611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791919349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791920547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791942163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791945278
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351791953216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351791954078
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351791969297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791978929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351791979166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351791988677
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351792000634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792006371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792006601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351792008927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351792025218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792029236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792030787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792031874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792035685
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351792035855
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1351792036979
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1351792050000
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351792052819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792054899
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1351792061846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792071153
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351792071177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792080889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792081786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792084257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792136263
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351792138026
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351792139933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1351792144776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351792148021
error,log,,,"Parser exception for C:\\Users\\Администратор\\ws\\weryu\\AndroidManifest.xml: Open quote is expected for attribute ""{1}"" associated with an  element type  ""android:name"".",1351792148132
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1351792148345
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351792155422
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1351792155925
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1351792158283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351792174892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792178764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792189355
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351792192733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351792196053
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351792199864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792213192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792213429
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351792221018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351792223129
