what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351768402166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768425446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768426897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1351768426914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768430002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768434310
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1351768434325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768445549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768452321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768453192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768463773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768465740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768467200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768473299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768474579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768478087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768481332
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768482748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768492312
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351768495916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768498574
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768580767
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351768586360
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351768586673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768589984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768594541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351768598707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351768600805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351768601445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351768607736
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351768614491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768617820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768634999
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351768638380
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351768638556
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351768638608
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351768647588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351768650410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768653790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768662720
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351768664291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351768665812
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351768668203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351768670896
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351768674337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768678383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768704009
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1351768713496
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1351768718065
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1351768720431
started,bundle,org.eclipse.mylyn.java.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.java.ui",1351768722875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1351768723879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1351768729147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1351768733365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351768783238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768784116
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768814197
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351768816363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351768823681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769027852
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351769029157
started,bundle,org.eclipse.mylyn.context.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.ui",1351769029373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769030705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769076403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1351769076435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769079731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769090157
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769090208
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769091936
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351769092842
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351769098667
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769101871
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769104692
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769106379
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769107264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769109375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769150977
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351769153082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351769163447
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351769188791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769196450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769200966
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1351769202909
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1351769203101
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351769207609
closed,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1351769207609
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351769208837
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769212175
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769212256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769219055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769227216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351769230405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351769232825
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1351769243422
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351769249975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351769253351
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1351769257658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351769258867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769264707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769303611
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351769305921
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1351769311988
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1351769328955
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351769340377
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351769342224
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351769346309
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351769363028
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1351769364125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351769365733
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351769368385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1351769372522
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351769382485
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1351769383608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769397217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351769402824
